Age,Height(cm),Weight(kg),Veg/Non-Veg,Gender,Workout,Vegan,Protein_min(g),Protein_max(g)
45,165,54,Non-veg,F,False,True,64.8,81.0
21,161,118,Veg,F,False,True,141.6,177.0
44,160,84,Non-veg,F,False,True,100.8,126.0
45,167,79,Veg,F,True,True,94.8,118.5
30,158,50,Non-veg,F,False,False,60.0,75.0
29,176,62,Veg,M,True,False,93.0,111.6
25,169,59,Non-veg,F,True,False,70.8,88.5
22,189,103,Veg,M,True,False,154.5,185.4
46,171,102,Non-veg,M,True,False,153.0,183.6
27,168,67,Veg,F,False,True,80.4,100.5
21,165,40,Veg,M,True,False,60.0,72.0
30,168,100,Veg,M,True,False,150.0,180.0
55,153,82,Non-veg,F,False,False,98.4,123.0
49,182,103,Non-veg,M,False,False,154.5,185.4
60,178,85,Veg,M,False,False,127.5,153.0
53,164,48,Veg,M,True,True,72.0,86.4
29,159,85,Non-veg,F,False,False,102.0,127.5
45,164,50,Non-veg,F,True,False,60.0,75.0
40,161,83,Veg,M,False,False,124.5,149.4
35,166,111,Veg,F,True,True,133.2,166.5
21,152,62,Veg,F,True,True,74.4,93.0
22,170,101,Veg,F,True,True,121.2,151.5
29,161,113,Veg,F,True,True,135.6,169.5
54,152,117,Veg,F,False,False,140.4,175.5
38,158,71,Non-veg,F,False,False,85.2,106.5
32,178,94,Non-veg,M,True,True,141.0,169.2
47,151,95,Veg,F,True,False,114.0,142.5
21,164,99,Non-veg,M,True,True,148.5,178.2
27,163,90,Non-veg,M,False,False,135.0,162.0
47,152,73,Non-veg,F,True,True,87.6,109.5
59,187,64,Non-veg,M,True,True,96.0,115.2
26,169,93,Non-veg,F,True,False,111.6,139.5
35,159,61,Non-veg,F,False,True,73.2,91.5
20,190,104,Veg,M,True,False,156.0,187.2
33,163,58,Non-veg,M,True,True,87.0,104.4
22,162,115,Veg,M,False,False,172.5,207.0
27,151,53,Non-veg,F,False,False,63.6,79.5
36,172,101,Veg,M,True,True,151.5,181.8
26,165,87,Veg,F,False,False,104.4,130.5
47,172,97,Non-veg,M,True,True,145.5,174.6
35,161,103,Non-veg,M,False,True,154.5,185.4
26,162,86,Veg,F,False,True,103.2,129.0
40,163,113,Veg,F,False,False,135.6,169.5
31,167,86,Veg,M,False,True,129.0,154.8
33,167,96,Non-veg,F,False,False,115.2,144.0
30,181,56,Non-veg,M,False,True,84.0,100.8
53,169,88,Non-veg,M,False,False,132.0,158.4
58,162,75,Veg,F,True,True,90.0,112.5
41,175,109,Veg,M,False,True,163.5,196.2
50,185,53,Veg,M,True,False,79.5,95.4
43,174,84,Non-veg,M,True,False,126.0,151.2
22,160,96,Non-veg,M,True,False,144.0,172.8
51,189,82,Veg,M,False,False,123.0,147.6
21,169,67,Veg,M,True,False,100.5,120.6
26,150,97,Veg,F,True,True,116.4,145.5
36,155,61,Veg,F,True,True,73.2,91.5
38,177,81,Non-veg,M,False,True,121.5,145.8
31,160,46,Veg,F,True,False,55.2,69.0
32,152,88,Non-veg,F,True,False,105.6,132.0
21,177,65,Non-veg,M,True,False,97.5,117.0
26,164,90,Non-veg,M,True,False,135.0,162.0
40,157,73,Non-veg,F,True,True,87.6,109.5
47,164,101,Veg,F,False,False,121.2,151.5
43,161,100,Non-veg,M,True,False,150.0,180.0
26,173,54,Veg,M,True,False,81.0,97.2
55,167,114,Veg,F,True,True,136.8,171.0
21,180,52,Veg,M,False,True,78.0,93.6
60,151,111,Veg,F,True,False,133.2,166.5
58,162,89,Non-veg,F,False,False,106.8,133.5
46,152,105,Veg,F,True,True,126.0,157.5
30,158,75,Non-veg,F,False,False,90.0,112.5
47,158,85,Non-veg,F,False,True,102.0,127.5
42,154,75,Non-veg,F,False,False,90.0,112.5
23,181,84,Non-veg,M,False,False,126.0,151.2
45,186,61,Non-veg,M,False,True,91.5,109.8
55,187,105,Veg,M,True,True,157.5,189.0
31,151,44,Non-veg,F,False,False,52.8,66.0
26,187,56,Non-veg,M,True,True,84.0,100.8
51,155,119,Veg,F,True,True,142.8,178.5
43,171,58,Non-veg,M,True,True,87.0,104.4
20,174,114,Veg,M,True,True,171.0,205.2
50,177,91,Non-veg,M,False,True,136.5,163.8
21,159,76,Non-veg,F,True,True,91.2,114.0
45,177,59,Non-veg,M,True,False,88.5,106.2
23,190,95,Non-veg,M,True,True,142.5,171.0
19,183,58,Veg,M,True,True,87.0,104.4
34,170,46,Veg,M,True,False,69.0,82.8
33,170,42,Non-veg,F,True,True,50.4,63.0
54,160,98,Non-veg,F,True,True,117.6,147.0
20,156,61,Veg,F,False,False,73.2,91.5
50,190,94,Non-veg,M,True,False,141.0,169.2
26,170,73,Veg,M,True,True,109.5,131.4
27,176,73,Non-veg,M,False,False,109.5,131.4
44,168,89,Non-veg,F,True,True,106.8,133.5
54,165,57,Non-veg,M,False,True,85.5,102.6
34,167,114,Non-veg,M,False,False,171.0,205.2
30,179,74,Veg,M,True,True,111.0,133.2
55,155,53,Veg,F,True,False,63.6,79.5
53,156,55,Veg,F,True,False,66.0,82.5
24,154,57,Veg,F,False,True,68.4,85.5
60,176,114,Non-veg,M,False,True,171.0,205.2
40,156,115,Non-veg,F,False,False,138.0,172.5
43,183,51,Veg,M,False,True,76.5,91.8
22,186,105,Non-veg,M,True,True,157.5,189.0
25,150,68,Veg,F,True,False,81.6,102.0
45,174,62,Veg,M,False,False,93.0,111.6
44,168,119,Veg,F,True,True,142.8,178.5
40,152,108,Veg,F,True,False,129.6,162.0
18,157,72,Non-veg,F,False,False,86.4,108.0
47,159,90,Non-veg,F,True,True,108.0,135.0
20,162,96,Veg,M,True,True,144.0,172.8
41,169,41,Veg,F,False,True,49.2,61.5
60,168,82,Non-veg,M,True,False,123.0,147.6
45,164,47,Veg,F,True,True,56.4,70.5
23,169,82,Non-veg,F,False,False,98.4,123.0
35,165,120,Non-veg,M,True,False,180.0,216.0
32,152,100,Non-veg,F,False,True,120.0,150.0
36,164,47,Veg,M,False,True,70.5,84.6
19,167,51,Non-veg,F,False,True,61.2,76.5
59,168,67,Non-veg,F,False,False,80.4,100.5
45,179,99,Veg,M,True,True,148.5,178.2
32,162,117,Non-veg,M,False,False,175.5,210.6
36,169,52,Non-veg,F,False,False,62.4,78.0
18,160,43,Non-veg,F,True,False,51.6,64.5
20,189,83,Non-veg,M,False,True,124.5,149.4
52,166,117,Non-veg,F,False,False,140.4,175.5
32,165,78,Non-veg,F,True,True,93.6,117.0
33,162,91,Veg,F,False,False,109.2,136.5
56,172,60,Non-veg,M,True,False,90.0,108.0
36,169,87,Veg,F,False,True,104.4,130.5
35,161,99,Non-veg,F,True,True,118.8,148.5
58,158,83,Veg,F,False,False,99.6,124.5
29,187,49,Non-veg,M,True,True,73.5,88.2
32,180,112,Veg,M,True,False,168.0,201.6
26,157,105,Veg,F,False,False,126.0,157.5
18,164,83,Non-veg,F,True,True,99.6,124.5
47,173,52,Veg,M,False,True,78.0,93.6
56,154,96,Non-veg,F,True,True,115.2,144.0
50,188,46,Non-veg,M,True,False,69.0,82.8
58,168,86,Non-veg,F,True,False,103.2,129.0
20,170,57,Non-veg,F,False,True,68.4,85.5
59,171,55,Veg,M,True,True,82.5,99.0
37,161,70,Veg,F,False,True,84.0,105.0
48,153,52,Non-veg,F,False,False,62.4,78.0
42,170,45,Veg,F,False,False,54.0,67.5
35,184,87,Veg,M,False,True,130.5,156.6
51,155,87,Veg,F,True,False,104.4,130.5
51,158,52,Non-veg,F,True,True,62.4,78.0
37,161,75,Veg,F,True,True,90.0,112.5
23,180,98,Non-veg,M,True,True,147.0,176.4
49,184,106,Veg,M,False,True,159.0,190.8
29,167,40,Non-veg,M,True,False,60.0,72.0
49,157,55,Non-veg,F,True,False,66.0,82.5
51,165,43,Non-veg,M,True,True,64.5,77.4
53,166,86,Veg,F,True,True,103.2,129.0
35,167,50,Non-veg,M,True,True,75.0,90.0
23,162,114,Veg,F,True,False,136.8,171.0
53,161,41,Veg,F,False,True,49.2,61.5
50,158,100,Veg,F,False,False,120.0,150.0
48,150,113,Non-veg,F,False,False,135.6,169.5
44,179,59,Non-veg,M,False,True,88.5,106.2
18,162,44,Non-veg,F,False,False,52.8,66.0
50,164,40,Veg,F,True,True,48.0,60.0
29,153,60,Non-veg,F,True,False,72.0,90.0
51,175,113,Non-veg,M,True,True,169.5,203.4
33,160,106,Veg,F,False,True,127.2,159.0
21,170,81,Non-veg,M,True,True,121.5,145.8
34,152,66,Veg,F,True,False,79.2,99.0
32,161,73,Non-veg,M,False,True,109.5,131.4
24,161,108,Veg,F,False,True,129.6,162.0
58,170,77,Veg,F,True,True,92.4,115.5
54,167,43,Veg,F,False,True,51.6,64.5
34,190,68,Veg,M,True,True,102.0,122.4
24,166,41,Veg,F,False,False,49.2,61.5
43,185,101,Non-veg,M,False,False,151.5,181.8
23,169,60,Veg,M,True,False,90.0,108.0
60,164,78,Non-veg,M,False,False,117.0,140.4
34,183,50,Veg,M,True,False,75.0,90.0
57,165,115,Non-veg,M,False,True,172.5,207.0
53,185,114,Non-veg,M,False,False,171.0,205.2
41,168,100,Non-veg,F,False,False,120.0,150.0
47,175,67,Veg,M,True,True,100.5,120.6
38,157,103,Non-veg,F,False,True,123.6,154.5
54,185,51,Veg,M,True,False,76.5,91.8
21,175,119,Veg,M,True,False,178.5,214.2
59,178,116,Non-veg,M,False,False,174.0,208.8
21,163,53,Veg,M,True,False,79.5,95.4
48,184,72,Veg,M,True,True,108.0,129.6
35,175,63,Veg,M,False,True,94.5,113.4
55,166,104,Non-veg,M,True,False,156.0,187.2
20,163,69,Non-veg,F,True,True,82.8,103.5
27,180,49,Veg,M,True,True,73.5,88.2
46,181,70,Non-veg,M,True,False,105.0,126.0
53,160,49,Non-veg,F,False,True,58.8,73.5
39,168,81,Non-veg,F,True,True,97.2,121.5
24,161,75,Non-veg,M,True,False,112.5,135.0
20,189,53,Non-veg,M,True,False,79.5,95.4
52,163,90,Non-veg,F,False,False,108.0,135.0
44,164,114,Non-veg,F,True,False,136.8,171.0
49,173,109,Non-veg,M,True,False,163.5,196.2
47,160,58,Non-veg,F,True,False,69.6,87.0
18,169,81,Veg,F,False,False,97.2,121.5
52,157,59,Veg,F,True,True,70.8,88.5
48,172,46,Non-veg,M,True,True,69.0,82.8
25,160,98,Veg,F,True,True,117.6,147.0
53,189,41,Veg,M,False,False,61.5,73.8
44,154,51,Non-veg,F,True,True,61.2,76.5
59,165,43,Non-veg,F,False,False,51.6,64.5
18,159,72,Veg,F,True,False,86.4,108.0
24,162,97,Non-veg,M,True,False,145.5,174.6
33,163,49,Veg,F,False,False,58.8,73.5
34,164,111,Non-veg,M,False,False,166.5,199.8
43,182,118,Non-veg,M,False,True,177.0,212.4
35,190,57,Veg,M,False,False,85.5,102.6
36,155,60,Non-veg,F,False,True,72.0,90.0
32,162,41,Non-veg,M,True,False,61.5,73.8
51,154,97,Veg,F,False,True,116.4,145.5
33,185,100,Veg,M,True,False,150.0,180.0
50,168,53,Veg,F,False,True,63.6,79.5
21,180,106,Non-veg,M,True,False,159.0,190.8
58,187,110,Veg,M,False,True,165.0,198.0
43,175,101,Non-veg,M,False,False,151.5,181.8
34,178,79,Veg,M,False,False,118.5,142.2
18,180,101,Non-veg,M,False,False,151.5,181.8
24,175,61,Non-veg,M,True,True,91.5,109.8
46,150,79,Non-veg,F,True,False,94.8,118.5
24,172,56,Non-veg,M,True,True,84.0,100.8
21,173,111,Non-veg,M,False,True,166.5,199.8
36,151,46,Non-veg,F,False,True,55.2,69.0
40,180,107,Veg,M,False,False,160.5,192.6
58,166,113,Non-veg,F,True,True,135.6,169.5
59,167,96,Veg,M,True,True,144.0,172.8
18,176,98,Veg,M,False,False,147.0,176.4
46,162,87,Veg,F,False,True,104.4,130.5
20,177,62,Non-veg,M,True,True,93.0,111.6
22,183,93,Non-veg,M,True,False,139.5,167.4
51,157,104,Non-veg,F,False,False,124.8,156.0
24,161,43,Non-veg,M,True,True,64.5,77.4
34,183,82,Non-veg,M,True,False,123.0,147.6
55,160,41,Non-veg,M,False,True,61.5,73.8
35,187,112,Non-veg,M,False,True,168.0,201.6
27,164,119,Veg,M,False,True,178.5,214.2
39,153,88,Veg,F,True,True,105.6,132.0
56,169,47,Non-veg,F,False,False,56.4,70.5
19,181,68,Veg,M,False,False,102.0,122.4
18,160,51,Non-veg,F,True,False,61.2,76.5
54,180,60,Veg,M,False,False,90.0,108.0
23,182,49,Veg,M,False,False,73.5,88.2
60,166,93,Veg,F,True,True,111.6,139.5
42,169,60,Veg,M,True,False,90.0,108.0
42,169,84,Veg,F,True,False,100.8,126.0
39,168,63,Non-veg,F,True,True,75.6,94.5
21,163,66,Non-veg,F,False,False,79.2,99.0
44,162,113,Veg,F,False,True,135.6,169.5
52,185,66,Veg,M,False,False,99.0,118.8
42,157,96,Veg,F,False,False,115.2,144.0
59,172,67,Non-veg,M,False,True,100.5,120.6
52,177,96,Non-veg,M,True,True,144.0,172.8
18,168,55,Veg,M,False,False,82.5,99.0
52,172,53,Veg,M,False,False,79.5,95.4
36,162,58,Veg,F,False,True,69.6,87.0
29,160,80,Veg,M,True,False,120.0,144.0
25,151,90,Non-veg,F,True,False,108.0,135.0
45,160,41,Veg,F,True,False,49.2,61.5
30,167,97,Veg,M,False,False,145.5,174.6
34,177,100,Non-veg,M,False,True,150.0,180.0
56,189,62,Veg,M,False,False,93.0,111.6
57,170,72,Veg,M,True,False,108.0,129.6
60,184,41,Non-veg,M,True,False,61.5,73.8
28,179,61,Veg,M,True,True,91.5,109.8
30,163,60,Veg,F,True,False,72.0,90.0
27,165,66,Veg,M,False,False,99.0,118.8
45,162,108,Non-veg,F,False,False,129.6,162.0
46,155,85,Veg,F,False,True,102.0,127.5
60,164,45,Non-veg,M,False,True,67.5,81.0
37,164,66,Non-veg,M,False,False,99.0,118.8
33,169,89,Veg,F,False,False,106.8,133.5
28,157,53,Non-veg,F,False,False,63.6,79.5
26,182,65,Veg,M,True,True,97.5,117.0
58,172,114,Veg,M,True,True,171.0,205.2
35,163,53,Non-veg,F,False,False,63.6,79.5
49,164,90,Veg,F,True,True,108.0,135.0
59,168,52,Non-veg,F,True,False,62.4,78.0
54,163,62,Non-veg,F,False,True,74.4,93.0
47,186,77,Veg,M,False,True,115.5,138.6
53,175,94,Veg,M,False,False,141.0,169.2
38,167,62,Veg,M,True,True,93.0,111.6
33,181,82,Non-veg,M,False,False,123.0,147.6
55,161,104,Non-veg,M,True,True,156.0,187.2
44,162,93,Veg,F,True,True,111.6,139.5
36,154,59,Non-veg,F,False,False,70.8,88.5
29,165,103,Non-veg,F,True,True,123.6,154.5
25,160,60,Non-veg,F,True,True,72.0,90.0
20,167,109,Veg,M,False,False,163.5,196.2
26,164,52,Veg,F,False,False,62.4,78.0
23,176,95,Veg,M,False,False,142.5,171.0
25,166,48,Veg,M,True,True,72.0,86.4
51,154,113,Veg,F,False,True,135.6,169.5
30,176,48,Non-veg,M,True,False,72.0,86.4
21,163,58,Non-veg,F,True,False,69.6,87.0
29,165,41,Veg,F,False,True,49.2,61.5
54,173,83,Veg,M,False,True,124.5,149.4
40,170,89,Non-veg,F,True,False,106.8,133.5
59,173,120,Veg,M,False,True,180.0,216.0
45,162,118,Veg,M,False,False,177.0,212.4
43,178,107,Veg,M,True,False,160.5,192.6
53,169,51,Veg,F,True,False,61.2,76.5
58,162,109,Non-veg,F,False,True,130.8,163.5
37,154,102,Non-veg,F,False,True,122.4,153.0
20,159,61,Non-veg,F,False,False,73.2,91.5
20,167,42,Veg,F,True,False,50.4,63.0
56,156,43,Veg,F,True,False,51.6,64.5
58,160,49,Veg,M,False,False,73.5,88.2
39,150,53,Non-veg,F,True,False,63.6,79.5
30,176,110,Veg,M,False,False,165.0,198.0
41,165,96,Non-veg,F,True,True,115.2,144.0
45,154,80,Non-veg,F,False,True,96.0,120.0
27,161,116,Non-veg,F,True,False,139.2,174.0
26,170,99,Veg,F,True,True,118.8,148.5
27,165,66,Veg,M,False,False,99.0,118.8
60,175,63,Non-veg,M,False,True,94.5,113.4
59,174,64,Non-veg,M,True,True,96.0,115.2
41,162,82,Non-veg,M,True,True,123.0,147.6
44,169,86,Non-veg,M,True,False,129.0,154.8
56,181,95,Veg,M,True,False,142.5,171.0
32,158,80,Veg,F,True,False,96.0,120.0
38,152,92,Veg,F,False,False,110.4,138.0
60,156,82,Non-veg,F,True,False,98.4,123.0
27,150,75,Veg,F,False,False,90.0,112.5
21,188,88,Veg,M,False,True,132.0,158.4
51,164,52,Non-veg,M,False,False,78.0,93.6
47,186,79,Veg,M,False,False,118.5,142.2
45,175,73,Non-veg,M,True,False,109.5,131.4
48,171,83,Non-veg,M,True,True,124.5,149.4
58,186,41,Non-veg,M,False,True,61.5,73.8
51,167,61,Veg,F,False,False,73.2,91.5
31,188,104,Non-veg,M,False,True,156.0,187.2
46,181,108,Non-veg,M,False,True,162.0,194.4
40,170,100,Non-veg,F,False,True,120.0,150.0
60,165,77,Non-veg,F,True,True,92.4,115.5
28,176,101,Non-veg,M,False,True,151.5,181.8
35,170,55,Non-veg,M,True,True,82.5,99.0
41,152,87,Non-veg,F,False,True,104.4,130.5
21,165,44,Veg,F,False,False,52.8,66.0
41,150,87,Veg,F,True,True,104.4,130.5
37,175,40,Non-veg,M,False,False,60.0,72.0
51,151,43,Non-veg,F,True,False,51.6,64.5
42,166,50,Non-veg,M,True,True,75.0,90.0
56,172,108,Non-veg,M,False,False,162.0,194.4
51,156,105,Veg,F,False,True,126.0,157.5
25,153,84,Non-veg,F,False,False,100.8,126.0
40,161,99,Veg,M,True,False,148.5,178.2
37,162,44,Non-veg,M,False,False,66.0,79.2
24,177,71,Veg,M,False,True,106.5,127.8
52,188,44,Veg,M,True,False,66.0,79.2
55,183,105,Non-veg,M,True,False,157.5,189.0
30,168,90,Non-veg,F,True,False,108.0,135.0
35,177,83,Non-veg,M,False,False,124.5,149.4
45,188,89,Veg,M,True,True,133.5,160.2
58,156,60,Non-veg,F,False,True,72.0,90.0
53,183,94,Non-veg,M,False,True,141.0,169.2
25,170,82,Veg,M,True,False,123.0,147.6
24,190,63,Veg,M,False,True,94.5,113.4
18,154,102,Non-veg,F,False,True,122.4,153.0
26,160,118,Veg,M,True,True,177.0,212.4
27,163,76,Non-veg,F,True,True,91.2,114.0
25,152,109,Non-veg,F,False,False,130.8,163.5
37,155,95,Non-veg,F,False,True,114.0,142.5
47,173,42,Non-veg,M,True,False,63.0,75.6
59,154,102,Non-veg,F,True,False,122.4,153.0
35,156,60,Non-veg,F,True,False,72.0,90.0
37,168,108,Veg,F,False,True,129.6,162.0
40,165,75,Veg,M,True,True,112.5,135.0
35,168,73,Veg,F,False,False,87.6,109.5
26,189,47,Non-veg,M,False,True,70.5,84.6
43,152,90,Veg,F,False,False,108.0,135.0
38,183,109,Veg,M,False,False,163.5,196.2
40,175,76,Veg,M,True,True,114.0,136.8
41,159,59,Veg,F,False,True,70.8,88.5
36,171,106,Veg,M,True,False,159.0,190.8
48,170,80,Non-veg,M,False,True,120.0,144.0
36,163,63,Veg,M,True,False,94.5,113.4
37,187,100,Veg,M,True,False,150.0,180.0
25,158,63,Veg,F,False,False,75.6,94.5
21,181,42,Veg,M,False,False,63.0,75.6
42,155,54,Veg,F,False,False,64.8,81.0
52,160,116,Veg,M,True,False,174.0,208.8
45,174,55,Non-veg,M,False,True,82.5,99.0
43,153,72,Veg,F,False,False,86.4,108.0
45,167,94,Veg,M,False,False,141.0,169.2
26,165,96,Non-veg,M,False,True,144.0,172.8
42,150,93,Veg,F,True,False,111.6,139.5
28,151,60,Non-veg,F,True,True,72.0,90.0
39,166,73,Non-veg,F,False,False,87.6,109.5
40,161,69,Non-veg,F,False,False,82.8,103.5
18,178,104,Veg,M,False,False,156.0,187.2
26,154,74,Veg,F,False,True,88.8,111.0
28,163,86,Non-veg,F,False,False,103.2,129.0
49,156,88,Veg,F,True,False,105.6,132.0
47,150,66,Veg,F,True,False,79.2,99.0
56,164,56,Veg,M,False,True,84.0,100.8
54,176,50,Non-veg,M,False,False,75.0,90.0
20,172,80,Non-veg,M,True,True,120.0,144.0
45,157,97,Veg,F,True,True,116.4,145.5
22,151,119,Non-veg,F,False,True,142.8,178.5
40,159,44,Non-veg,F,False,True,52.8,66.0
23,151,116,Veg,F,True,False,139.2,174.0
48,157,105,Veg,F,False,False,126.0,157.5
52,186,63,Non-veg,M,False,False,94.5,113.4
23,172,41,Veg,M,False,True,61.5,73.8
31,159,117,Non-veg,F,False,True,140.4,175.5
47,156,49,Veg,F,False,False,58.8,73.5
59,164,50,Veg,F,True,False,60.0,75.0
56,168,52,Non-veg,F,True,True,62.4,78.0
60,179,72,Non-veg,M,True,False,108.0,129.6
46,150,81,Veg,F,True,False,97.2,121.5
33,182,42,Non-veg,M,False,False,63.0,75.6
38,170,68,Veg,F,True,True,81.6,102.0
41,171,63,Veg,M,True,True,94.5,113.4
47,164,120,Veg,M,False,False,180.0,216.0
49,190,68,Veg,M,False,False,102.0,122.4
60,154,81,Non-veg,F,True,False,97.2,121.5
51,169,50,Veg,F,True,True,60.0,75.0
57,151,100,Veg,F,True,True,120.0,150.0
53,169,47,Non-veg,F,False,True,56.4,70.5
57,160,52,Non-veg,F,False,False,62.4,78.0
35,162,79,Non-veg,M,True,True,118.5,142.2
23,189,115,Veg,M,False,False,172.5,207.0
34,181,56,Non-veg,M,True,False,84.0,100.8
48,185,73,Non-veg,M,True,False,109.5,131.4
44,182,40,Veg,M,False,False,60.0,72.0
27,177,47,Non-veg,M,True,True,70.5,84.6
47,151,55,Non-veg,F,True,True,66.0,82.5
44,184,90,Veg,M,False,True,135.0,162.0
46,184,96,Veg,M,True,True,144.0,172.8
30,173,113,Non-veg,M,False,True,169.5,203.4
45,164,115,Veg,M,True,False,172.5,207.0
25,164,109,Non-veg,F,True,True,130.8,163.5
26,174,105,Non-veg,M,False,True,157.5,189.0
18,184,59,Non-veg,M,True,False,88.5,106.2
60,167,41,Veg,F,False,True,49.2,61.5
53,169,120,Non-veg,M,False,True,180.0,216.0
28,174,68,Non-veg,M,True,False,102.0,122.4
39,179,58,Non-veg,M,True,True,87.0,104.4
33,152,50,Veg,F,False,True,60.0,75.0
31,153,86,Veg,F,False,False,103.2,129.0
54,174,111,Veg,M,True,True,166.5,199.8
43,185,62,Veg,M,False,False,93.0,111.6
60,170,79,Non-veg,F,True,True,94.8,118.5
41,185,107,Non-veg,M,False,False,160.5,192.6
45,164,117,Non-veg,M,False,True,175.5,210.6
50,151,59,Veg,F,True,False,70.8,88.5
55,181,103,Non-veg,M,True,False,154.5,185.4
21,169,120,Veg,M,False,False,180.0,216.0
24,164,102,Non-veg,M,False,True,153.0,183.6
21,169,80,Non-veg,F,False,True,96.0,120.0
25,165,53,Non-veg,F,True,False,63.6,79.5
26,153,58,Veg,F,False,False,69.6,87.0
44,190,60,Veg,M,False,True,90.0,108.0
54,167,120,Non-veg,F,True,False,144.0,180.0
39,184,95,Non-veg,M,True,True,142.5,171.0
25,163,82,Veg,F,False,False,98.4,123.0
28,187,71,Non-veg,M,False,False,106.5,127.8
31,154,43,Non-veg,F,True,True,51.6,64.5
18,175,41,Veg,M,False,True,61.5,73.8
31,157,102,Non-veg,F,False,True,122.4,153.0
45,167,102,Veg,M,False,True,153.0,183.6
20,188,60,Veg,M,True,False,90.0,108.0
20,183,114,Veg,M,False,False,171.0,205.2
52,169,89,Non-veg,M,True,True,133.5,160.2
35,169,47,Non-veg,M,False,False,70.5,84.6
36,171,84,Non-veg,M,True,False,126.0,151.2
44,165,96,Veg,M,False,True,144.0,172.8
39,166,96,Non-veg,M,True,True,144.0,172.8
44,162,45,Non-veg,F,False,True,54.0,67.5
38,156,43,Veg,F,True,True,51.6,64.5
26,159,108,Veg,F,False,True,129.6,162.0
28,166,47,Veg,M,True,True,70.5,84.6
40,167,58,Veg,F,False,False,69.6,87.0
34,181,49,Non-veg,M,True,False,73.5,88.2
51,184,88,Non-veg,M,True,True,132.0,158.4
30,168,43,Veg,M,True,True,64.5,77.4
56,164,58,Veg,M,True,True,87.0,104.4
32,169,68,Non-veg,F,True,False,81.6,102.0
58,162,112,Non-veg,F,False,False,134.4,168.0
36,183,76,Non-veg,M,True,True,114.0,136.8
39,165,65,Veg,M,True,True,97.5,117.0
35,160,94,Non-veg,M,True,True,141.0,169.2
27,170,78,Veg,F,False,False,93.6,117.0
51,169,106,Veg,F,False,True,127.2,159.0
42,160,90,Veg,F,True,False,108.0,135.0
36,163,117,Veg,F,False,True,140.4,175.5
27,190,45,Veg,M,False,True,67.5,81.0
25,155,103,Veg,F,True,False,123.6,154.5
41,155,61,Non-veg,F,False,True,73.2,91.5
26,164,120,Veg,F,True,True,144.0,180.0
51,187,105,Veg,M,False,False,157.5,189.0
51,168,49,Veg,M,True,False,73.5,88.2
54,166,72,Non-veg,F,True,False,86.4,108.0
58,160,107,Non-veg,M,True,True,160.5,192.6
24,190,90,Non-veg,M,False,True,135.0,162.0
46,174,103,Veg,M,False,True,154.5,185.4
32,169,119,Veg,F,True,False,142.8,178.5
48,181,46,Non-veg,M,True,False,69.0,82.8
36,153,90,Non-veg,F,False,False,108.0,135.0
56,156,84,Non-veg,F,False,True,100.8,126.0
28,176,110,Veg,M,False,True,165.0,198.0
28,161,74,Veg,M,False,True,111.0,133.2
29,150,49,Veg,F,False,True,58.8,73.5
19,161,59,Veg,F,True,False,70.8,88.5
34,150,58,Non-veg,F,True,True,69.6,87.0
53,186,77,Veg,M,True,False,115.5,138.6
37,152,55,Non-veg,F,True,False,66.0,82.5
60,175,98,Veg,M,False,True,147.0,176.4
35,155,72,Non-veg,F,False,True,86.4,108.0
39,170,42,Non-veg,F,False,False,50.4,63.0
45,164,117,Non-veg,F,False,False,140.4,175.5
26,181,86,Veg,M,False,False,129.0,154.8
29,152,46,Veg,F,False,True,55.2,69.0
38,163,110,Veg,F,False,True,132.0,165.0
40,167,105,Non-veg,F,False,True,126.0,157.5
48,159,64,Non-veg,F,False,False,76.8,96.0
39,168,65,Veg,F,True,True,78.0,97.5
29,169,48,Veg,M,True,False,72.0,86.4
40,154,71,Non-veg,F,True,False,85.2,106.5
34,165,65,Non-veg,M,True,False,97.5,117.0
23,172,85,Non-veg,M,True,True,127.5,153.0
37,180,92,Non-veg,M,False,False,138.0,165.6
34,160,118,Veg,F,True,False,141.6,177.0
43,176,45,Veg,M,True,False,67.5,81.0
43,159,51,Non-veg,F,False,True,61.2,76.5
50,187,110,Veg,M,True,True,165.0,198.0
31,159,119,Non-veg,F,True,True,142.8,178.5
51,163,115,Veg,M,False,True,172.5,207.0
41,168,86,Non-veg,F,False,False,103.2,129.0
19,161,61,Non-veg,F,False,True,73.2,91.5
56,183,98,Veg,M,False,True,147.0,176.4
56,177,40,Veg,M,False,True,60.0,72.0
44,165,90,Non-veg,M,True,False,135.0,162.0
34,160,86,Veg,F,True,True,103.2,129.0
46,170,96,Non-veg,M,False,False,144.0,172.8
51,167,47,Non-veg,F,False,True,56.4,70.5
26,176,102,Non-veg,M,False,True,153.0,183.6
44,168,81,Veg,M,True,False,121.5,145.8
50,174,58,Non-veg,M,True,False,87.0,104.4
43,155,76,Veg,F,True,True,91.2,114.0
39,160,120,Veg,F,True,False,144.0,180.0
27,150,70,Non-veg,F,True,False,84.0,105.0
20,177,77,Veg,M,True,False,115.5,138.6
48,162,114,Non-veg,M,False,False,171.0,205.2
59,160,95,Veg,F,False,True,114.0,142.5
27,181,120,Non-veg,M,False,True,180.0,216.0
56,170,117,Non-veg,F,False,True,140.4,175.5
36,190,120,Veg,M,False,True,180.0,216.0
46,163,61,Non-veg,F,False,True,73.2,91.5
36,181,46,Veg,M,True,True,69.0,82.8
22,166,83,Non-veg,M,True,False,124.5,149.4
